swissValorNumber,companyLongName,ISIN_BC,LEI,ESGClassification,ESGFactorAVG
26771109,Inversabadell 70 FI,ES0174434003_3230,95980020140005407830,Social,0.06
26771114,Inversabadell 70 FI,ES0174434011_3230,95980020140005407830,Main criterias used for a first screening of ESG related products,4.01
26771114,Inversabadell 70 FI,ES0174434011_3230,95980020140005407830,Scoping according to SFDR annex template,0.05
26771114,Inversabadell 70 FI,ES0174434011_3230,95980020140005407830,Greenhouse gas emissions,369.22
26771114,Inversabadell 70 FI,ES0174434011_3230,95980020140005407830,Biodiversity,0.6
26771114,Inversabadell 70 FI,ES0174434011_3230,95980020140005407830,Water,1125.18
26771114,Inversabadell 70 FI,ES0174434011_3230,95980020140005407830,Waste,0.57
26771114,Inversabadell 70 FI,ES0174434011_3230,95980020140005407830,Social and employee matters,0.6
26771114,Inversabadell 70 FI,ES0174434011_3230,95980020140005407830,Environmental,145.14
26771114,Inversabadell 70 FI,ES0174434011_3230,95980020140005407830,Social,0.06
27103569,Sabadell Equilibrado FI,ES0174436008_3230,959800AR77XY8AKWRZ56,Main criterias used for a first screening of ESG related products,4.28
27103569,Sabadell Equilibrado FI,ES0174436008_3230,959800AR77XY8AKWRZ56,Scoping according to SFDR annex template,0.01
27103569,Sabadell Equilibrado FI,ES0174436008_3230,959800AR77XY8AKWRZ56,Greenhouse gas emissions,1226.99
27103569,Sabadell Equilibrado FI,ES0174436008_3230,959800AR77XY8AKWRZ56,Biodiversity,0.27
27103569,Sabadell Equilibrado FI,ES0174436008_3230,959800AR77XY8AKWRZ56,Water,63.47
27103569,Sabadell Equilibrado FI,ES0174436008_3230,959800AR77XY8AKWRZ56,Waste,1.68
27103569,Sabadell Equilibrado FI,ES0174436008_3230,959800AR77XY8AKWRZ56,Social and employee matters,0.26
27103569,Sabadell Equilibrado FI,ES0174436008_3230,959800AR77XY8AKWRZ56,Environmental,14.37
27103569,Sabadell Equilibrado FI,ES0174436008_3230,959800AR77XY8AKWRZ56,Social,0.02
27103573,Sabadell Equilibrado FI,ES0174436016_3230,959800AR77XY8AKWRZ56,Main criterias used for a first screening of ESG related products,4.28
27103573,Sabadell Equilibrado FI,ES0174436016_3230,959800AR77XY8AKWRZ56,Scoping according to SFDR annex template,0.01
27103573,Sabadell Equilibrado FI,ES0174436016_3230,959800AR77XY8AKWRZ56,Greenhouse gas emissions,1226.99
27103573,Sabadell Equilibrado FI,ES0174436016_3230,959800AR77XY8AKWRZ56,Biodiversity,0.27
27103573,Sabadell Equilibrado FI,ES0174436016_3230,959800AR77XY8AKWRZ56,Water,63.47
27103573,Sabadell Equilibrado FI,ES0174436016_3230,959800AR77XY8AKWRZ56,Waste,1.68
27103573,Sabadell Equilibrado FI,ES0174436016_3230,959800AR77XY8AKWRZ56,Social and employee matters,0.26
27103573,Sabadell Equilibrado FI,ES0174436016_3230,959800AR77XY8AKWRZ56,Environmental,14.37
27103573,Sabadell Equilibrado FI,ES0174436016_3230,959800AR77XY8AKWRZ56,Social,0.02
27103576,Sabadell Equilibrado FI,ES0174436024_3230,959800AR77XY8AKWRZ56,Main criterias used for a first screening of ESG related products,4.28
27103576,Sabadell Equilibrado FI,ES0174436024_3230,959800AR77XY8AKWRZ56,Scoping according to SFDR annex template,0.01
27103576,Sabadell Equilibrado FI,ES0174436024_3230,959800AR77XY8AKWRZ56,Greenhouse gas emissions,1226.99
27103576,Sabadell Equilibrado FI,ES0174436024_3230,959800AR77XY8AKWRZ56,Biodiversity,0.27
27103576,Sabadell Equilibrado FI,ES0174436024_3230,959800AR77XY8AKWRZ56,Water,63.47
27103576,Sabadell Equilibrado FI,ES0174436024_3230,959800AR77XY8AKWRZ56,Waste,1.68
27103576,Sabadell Equilibrado FI,ES0174436024_3230,959800AR77XY8AKWRZ56,Social and employee matters,0.26
27103576,Sabadell Equilibrado FI,ES0174436024_3230,959800AR77XY8AKWRZ56,Environmental,14.37
27103576,Sabadell Equilibrado FI,ES0174436024_3230,959800AR77XY8AKWRZ56,Social,0.02
27103577,Sabadell Equilibrado FI,ES0174436032_3230,959800AR77XY8AKWRZ56,Main criterias used for a first screening of ESG related products,4.28
27103577,Sabadell Equilibrado FI,ES0174436032_3230,959800AR77XY8AKWRZ56,Scoping according to SFDR annex template,0.01
27103577,Sabadell Equilibrado FI,ES0174436032_3230,959800AR77XY8AKWRZ56,Greenhouse gas emissions,1226.99
27103577,Sabadell Equilibrado FI,ES0174436032_3230,959800AR77XY8AKWRZ56,Biodiversity,0.27
27103577,Sabadell Equilibrado FI,ES0174436032_3230,959800AR77XY8AKWRZ56,Water,63.47
27103577,Sabadell Equilibrado FI,ES0174436032_3230,959800AR77XY8AKWRZ56,Waste,1.68
27103577,Sabadell Equilibrado FI,ES0174436032_3230,959800AR77XY8AKWRZ56,Social and employee matters,0.26
27103577,Sabadell Equilibrado FI,ES0174436032_3230,959800AR77XY8AKWRZ56,Environmental,14.37
27103577,Sabadell Equilibrado FI,ES0174436032_3230,959800AR77XY8AKWRZ56,Social,0.02
27103639,Sabadell Dinamico FI,ES0107489009_3230,9598009T48MGAW1MJJ52,Main criterias used for a first screening of ESG related products,4.32
27103639,Sabadell Dinamico FI,ES0107489009_3230,9598009T48MGAW1MJJ52,Scoping according to SFDR annex template,0.01
27103639,Sabadell Dinamico FI,ES0107489009_3230,9598009T48MGAW1MJJ52,Greenhouse gas emissions,258.84
27103639,Sabadell Dinamico FI,ES0107489009_3230,9598009T48MGAW1MJJ52,Biodiversity,0.32
27103639,Sabadell Dinamico FI,ES0107489009_3230,9598009T48MGAW1MJJ52,Water,91.19
27103639,Sabadell Dinamico FI,ES0107489009_3230,9598009T48MGAW1MJJ52,Waste,2.4
27103639,Sabadell Dinamico FI,ES0107489009_3230,9598009T48MGAW1MJJ52,Social and employee matters,0.31
27103639,Sabadell Dinamico FI,ES0107489009_3230,9598009T48MGAW1MJJ52,Environmental,3.16
27103639,Sabadell Dinamico FI,ES0107489009_3230,9598009T48MGAW1MJJ52,Social,0.0
27103644,Sabadell Dinamico FI,ES0107489017_3230,9598009T48MGAW1MJJ52,Main criterias used for a first screening of ESG related products,4.32
27103644,Sabadell Dinamico FI,ES0107489017_3230,9598009T48MGAW1MJJ52,Scoping according to SFDR annex template,0.01
27103644,Sabadell Dinamico FI,ES0107489017_3230,9598009T48MGAW1MJJ52,Greenhouse gas emissions,258.84
27103644,Sabadell Dinamico FI,ES0107489017_3230,9598009T48MGAW1MJJ52,Biodiversity,0.32
27103644,Sabadell Dinamico FI,ES0107489017_3230,9598009T48MGAW1MJJ52,Water,91.19
27103644,Sabadell Dinamico FI,ES0107489017_3230,9598009T48MGAW1MJJ52,Waste,2.4
27103644,Sabadell Dinamico FI,ES0107489017_3230,9598009T48MGAW1MJJ52,Social and employee matters,0.31
27103644,Sabadell Dinamico FI,ES0107489017_3230,9598009T48MGAW1MJJ52,Environmental,3.16
27103644,Sabadell Dinamico FI,ES0107489017_3230,9598009T48MGAW1MJJ52,Social,0.0
27103648,Sabadell Dinamico FI,ES0107489025_3230,9598009T48MGAW1MJJ52,Main criterias used for a first screening of ESG related products,4.32
27103648,Sabadell Dinamico FI,ES0107489025_3230,9598009T48MGAW1MJJ52,Scoping according to SFDR annex template,0.01
27103648,Sabadell Dinamico FI,ES0107489025_3230,9598009T48MGAW1MJJ52,Greenhouse gas emissions,258.84
27103648,Sabadell Dinamico FI,ES0107489025_3230,9598009T48MGAW1MJJ52,Biodiversity,0.32
27103648,Sabadell Dinamico FI,ES0107489025_3230,9598009T48MGAW1MJJ52,Water,91.19
27103648,Sabadell Dinamico FI,ES0107489025_3230,9598009T48MGAW1MJJ52,Waste,2.4
27103648,Sabadell Dinamico FI,ES0107489025_3230,9598009T48MGAW1MJJ52,Social and employee matters,0.31
27103648,Sabadell Dinamico FI,ES0107489025_3230,9598009T48MGAW1MJJ52,Environmental,3.16
27103648,Sabadell Dinamico FI,ES0107489025_3230,9598009T48MGAW1MJJ52,Social,0.0
27103651,Sabadell Dinamico FI,ES0107489033_3230,9598009T48MGAW1MJJ52,Main criterias used for a first screening of ESG related products,4.32
27103651,Sabadell Dinamico FI,ES0107489033_3230,9598009T48MGAW1MJJ52,Scoping according to SFDR annex template,0.01
27103651,Sabadell Dinamico FI,ES0107489033_3230,9598009T48MGAW1MJJ52,Greenhouse gas emissions,258.84
27103651,Sabadell Dinamico FI,ES0107489033_3230,9598009T48MGAW1MJJ52,Biodiversity,0.32
27103651,Sabadell Dinamico FI,ES0107489033_3230,9598009T48MGAW1MJJ52,Water,91.19
27103651,Sabadell Dinamico FI,ES0107489033_3230,9598009T48MGAW1MJJ52,Waste,2.4
27103651,Sabadell Dinamico FI,ES0107489033_3230,9598009T48MGAW1MJJ52,Social and employee matters,0.31
27103651,Sabadell Dinamico FI,ES0107489033_3230,9598009T48MGAW1MJJ52,Environmental,3.16
27103651,Sabadell Dinamico FI,ES0107489033_3230,9598009T48MGAW1MJJ52,Social,0.0
27744771,Sabadell Prudente FI,ES0111187011_3230,95980020140005405987,Main criterias used for a first screening of ESG related products,4.27
27744771,Sabadell Prudente FI,ES0111187011_3230,95980020140005405987,Scoping according to SFDR annex template,0.01
27744771,Sabadell Prudente FI,ES0111187011_3230,95980020140005405987,Greenhouse gas emissions,3941.93
27744771,Sabadell Prudente FI,ES0111187011_3230,95980020140005405987,Biodiversity,0.22
27744771,Sabadell Prudente FI,ES0111187011_3230,95980020140005405987,Water,39.26
27744771,Sabadell Prudente FI,ES0111187011_3230,95980020140005405987,Waste,0.7
27744771,Sabadell Prudente FI,ES0111187011_3230,95980020140005405987,Social and employee matters,0.21
27744771,Sabadell Prudente FI,ES0111187011_3230,95980020140005405987,Environmental,15.03
27744771,Sabadell Prudente FI,ES0111187011_3230,95980020140005405987,Social,0.03
27744773,Sabadell Prudente FI,ES0111187029_3230,95980020140005405987,Main criterias used for a first screening of ESG related products,4.27
27744773,Sabadell Prudente FI,ES0111187029_3230,95980020140005405987,Scoping according to SFDR annex template,0.01
27744773,Sabadell Prudente FI,ES0111187029_3230,95980020140005405987,Greenhouse gas emissions,3941.93
27744773,Sabadell Prudente FI,ES0111187029_3230,95980020140005405987,Biodiversity,0.22
27744773,Sabadell Prudente FI,ES0111187029_3230,95980020140005405987,Water,39.26
27744773,Sabadell Prudente FI,ES0111187029_3230,95980020140005405987,Waste,0.7
27744773,Sabadell Prudente FI,ES0111187029_3230,95980020140005405987,Social and employee matters,0.21
27744773,Sabadell Prudente FI,ES0111187029_3230,95980020140005405987,Environmental,15.03
27744773,Sabadell Prudente FI,ES0111187029_3230,95980020140005405987,Social,0.03
27744775,Sabadell Prudente FI,ES0111187037_3230,95980020140005405987,Main criterias used for a first screening of ESG related products,4.27
27744775,Sabadell Prudente FI,ES0111187037_3230,95980020140005405987,Scoping according to SFDR annex template,0.01
27744775,Sabadell Prudente FI,ES0111187037_3230,95980020140005405987,Greenhouse gas emissions,3941.93
27744775,Sabadell Prudente FI,ES0111187037_3230,95980020140005405987,Biodiversity,0.22
27744775,Sabadell Prudente FI,ES0111187037_3230,95980020140005405987,Water,39.26
27744775,Sabadell Prudente FI,ES0111187037_3230,95980020140005405987,Waste,0.7
27744775,Sabadell Prudente FI,ES0111187037_3230,95980020140005405987,Social and employee matters,0.21
27744775,Sabadell Prudente FI,ES0111187037_3230,95980020140005405987,Environmental,15.03
27744775,Sabadell Prudente FI,ES0111187037_3230,95980020140005405987,Social,0.03
28076319,Sabadell Espana Bolsa Futuro FI,ES0111092005_3230,95980020140005413165,Main criterias used for a first screening of ESG related products,4.0
28076319,Sabadell Espana Bolsa Futuro FI,ES0111092005_3230,95980020140005413165,Scoping according to SFDR annex template,0.1
28076319,Sabadell Espana Bolsa Futuro FI,ES0111092005_3230,95980020140005413165,Greenhouse gas emissions,1151.29
28076319,Sabadell Espana Bolsa Futuro FI,ES0111092005_3230,95980020140005413165,Biodiversity,0.75
28076319,Sabadell Espana Bolsa Futuro FI,ES0111092005_3230,95980020140005413165,Water,30.2
28076319,Sabadell Espana Bolsa Futuro FI,ES0111092005_3230,95980020140005413165,Waste,1.59
28076319,Sabadell Espana Bolsa Futuro FI,ES0111092005_3230,95980020140005413165,Social and employee matters,0.73
28076319,Sabadell Espana Bolsa Futuro FI,ES0111092005_3230,95980020140005413165,Environmental,0.39
28076322,Sabadell Espana Bolsa Futuro FI,ES0111092013_3230,95980020140005413165,Main criterias used for a first screening of ESG related products,4.0
28076322,Sabadell Espana Bolsa Futuro FI,ES0111092013_3230,95980020140005413165,Scoping according to SFDR annex template,0.1
28076322,Sabadell Espana Bolsa Futuro FI,ES0111092013_3230,95980020140005413165,Greenhouse gas emissions,1151.29
28076322,Sabadell Espana Bolsa Futuro FI,ES0111092013_3230,95980020140005413165,Biodiversity,0.75
28076322,Sabadell Espana Bolsa Futuro FI,ES0111092013_3230,95980020140005413165,Water,30.2
28076322,Sabadell Espana Bolsa Futuro FI,ES0111092013_3230,95980020140005413165,Waste,1.59
28076322,Sabadell Espana Bolsa Futuro FI,ES0111092013_3230,95980020140005413165,Social and employee matters,0.73
28076322,Sabadell Espana Bolsa Futuro FI,ES0111092013_3230,95980020140005413165,Environmental,0.39
28076326,Sabadell Espana Bolsa Futuro FI,ES0111092021_3230,95980020140005413165,Main criterias used for a first screening of ESG related products,4.0
28076326,Sabadell Espana Bolsa Futuro FI,ES0111092021_3230,95980020140005413165,Scoping according to SFDR annex template,0.1
28076326,Sabadell Espana Bolsa Futuro FI,ES0111092021_3230,95980020140005413165,Greenhouse gas emissions,1151.29
28076326,Sabadell Espana Bolsa Futuro FI,ES0111092021_3230,95980020140005413165,Biodiversity,0.75
28076326,Sabadell Espana Bolsa Futuro FI,ES0111092021_3230,95980020140005413165,Water,30.2
28076326,Sabadell Espana Bolsa Futuro FI,ES0111092021_3230,95980020140005413165,Waste,1.59
28076326,Sabadell Espana Bolsa Futuro FI,ES0111092021_3230,95980020140005413165,Social and employee matters,0.73
28076326,Sabadell Espana Bolsa Futuro FI,ES0111092021_3230,95980020140005413165,Environmental,0.39
29993695,Sabadell Dinamico FI,ES0107489058_3230,9598009T48MGAW1MJJ52,Main criterias used for a first screening of ESG related products,4.32
29993695,Sabadell Dinamico FI,ES0107489058_3230,9598009T48MGAW1MJJ52,Scoping according to SFDR annex template,0.01
29993695,Sabadell Dinamico FI,ES0107489058_3230,9598009T48MGAW1MJJ52,Greenhouse gas emissions,258.84
29993695,Sabadell Dinamico FI,ES0107489058_3230,9598009T48MGAW1MJJ52,Biodiversity,0.32
29993695,Sabadell Dinamico FI,ES0107489058_3230,9598009T48MGAW1MJJ52,Water,91.19
29993695,Sabadell Dinamico FI,ES0107489058_3230,9598009T48MGAW1MJJ52,Waste,2.4
29993695,Sabadell Dinamico FI,ES0107489058_3230,9598009T48MGAW1MJJ52,Social and employee matters,0.31
29993695,Sabadell Dinamico FI,ES0107489058_3230,9598009T48MGAW1MJJ52,Environmental,3.16
29993695,Sabadell Dinamico FI,ES0107489058_3230,9598009T48MGAW1MJJ52,Social,0.0
29993696,Sabadell Dinamico FI,ES0107489041_3230,9598009T48MGAW1MJJ52,Main criterias used for a first screening of ESG related products,4.32
29993696,Sabadell Dinamico FI,ES0107489041_3230,9598009T48MGAW1MJJ52,Scoping according to SFDR annex template,0.01
29993696,Sabadell Dinamico FI,ES0107489041_3230,9598009T48MGAW1MJJ52,Greenhouse gas emissions,258.84
29993696,Sabadell Dinamico FI,ES0107489041_3230,9598009T48MGAW1MJJ52,Biodiversity,0.32
29993696,Sabadell Dinamico FI,ES0107489041_3230,9598009T48MGAW1MJJ52,Water,91.19
29993696,Sabadell Dinamico FI,ES0107489041_3230,9598009T48MGAW1MJJ52,Waste,2.4
29993696,Sabadell Dinamico FI,ES0107489041_3230,9598009T48MGAW1MJJ52,Social and employee matters,0.31
29993696,Sabadell Dinamico FI,ES0107489041_3230,9598009T48MGAW1MJJ52,Environmental,3.16
29993696,Sabadell Dinamico FI,ES0107489041_3230,9598009T48MGAW1MJJ52,Social,0.0
29993708,Sabadell Equilibrado FI,ES0174436057_3230,959800AR77XY8AKWRZ56,Main criterias used for a first screening of ESG related products,4.28
29993708,Sabadell Equilibrado FI,ES0174436057_3230,959800AR77XY8AKWRZ56,Scoping according to SFDR annex template,0.01
29993708,Sabadell Equilibrado FI,ES0174436057_3230,959800AR77XY8AKWRZ56,Greenhouse gas emissions,1226.99
29993708,Sabadell Equilibrado FI,ES0174436057_3230,959800AR77XY8AKWRZ56,Biodiversity,0.27
29993708,Sabadell Equilibrado FI,ES0174436057_3230,959800AR77XY8AKWRZ56,Water,63.47
29993708,Sabadell Equilibrado FI,ES0174436057_3230,959800AR77XY8AKWRZ56,Waste,1.68
29993708,Sabadell Equilibrado FI,ES0174436057_3230,959800AR77XY8AKWRZ56,Social and employee matters,0.26
29993708,Sabadell Equilibrado FI,ES0174436057_3230,959800AR77XY8AKWRZ56,Environmental,14.37
29993708,Sabadell Equilibrado FI,ES0174436057_3230,959800AR77XY8AKWRZ56,Social,0.02
29993712,Sabadell Equilibrado FI,ES0174436040_3230,959800AR77XY8AKWRZ56,Main criterias used for a first screening of ESG related products,4.28
29993712,Sabadell Equilibrado FI,ES0174436040_3230,959800AR77XY8AKWRZ56,Scoping according to SFDR annex template,0.01
29993712,Sabadell Equilibrado FI,ES0174436040_3230,959800AR77XY8AKWRZ56,Greenhouse gas emissions,1226.99
29993712,Sabadell Equilibrado FI,ES0174436040_3230,959800AR77XY8AKWRZ56,Biodiversity,0.27
29993712,Sabadell Equilibrado FI,ES0174436040_3230,959800AR77XY8AKWRZ56,Water,63.47
29993712,Sabadell Equilibrado FI,ES0174436040_3230,959800AR77XY8AKWRZ56,Waste,1.68
29993712,Sabadell Equilibrado FI,ES0174436040_3230,959800AR77XY8AKWRZ56,Social and employee matters,0.26
29993712,Sabadell Equilibrado FI,ES0174436040_3230,959800AR77XY8AKWRZ56,Environmental,14.37
29993712,Sabadell Equilibrado FI,ES0174436040_3230,959800AR77XY8AKWRZ56,Social,0.02
29993716,Sabadell Prudente FI,ES0111187052_3230,95980020140005405987,Main criterias used for a first screening of ESG related products,4.27
29993716,Sabadell Prudente FI,ES0111187052_3230,95980020140005405987,Scoping according to SFDR annex template,0.01
29993716,Sabadell Prudente FI,ES0111187052_3230,95980020140005405987,Greenhouse gas emissions,3941.93
29993716,Sabadell Prudente FI,ES0111187052_3230,95980020140005405987,Biodiversity,0.22
29993716,Sabadell Prudente FI,ES0111187052_3230,95980020140005405987,Water,39.26
29993716,Sabadell Prudente FI,ES0111187052_3230,95980020140005405987,Waste,0.7
29993716,Sabadell Prudente FI,ES0111187052_3230,95980020140005405987,Social and employee matters,0.21
29993716,Sabadell Prudente FI,ES0111187052_3230,95980020140005405987,Environmental,15.03
29993716,Sabadell Prudente FI,ES0111187052_3230,95980020140005405987,Social,0.03
29993718,Sabadell Prudente FI,ES0111187045_3230,95980020140005405987,Main criterias used for a first screening of ESG related products,4.27
29993718,Sabadell Prudente FI,ES0111187045_3230,95980020140005405987,Scoping according to SFDR annex template,0.01
29993718,Sabadell Prudente FI,ES0111187045_3230,95980020140005405987,Greenhouse gas emissions,3941.93
29993718,Sabadell Prudente FI,ES0111187045_3230,95980020140005405987,Biodiversity,0.22
29993718,Sabadell Prudente FI,ES0111187045_3230,95980020140005405987,Water,39.26
29993718,Sabadell Prudente FI,ES0111187045_3230,95980020140005405987,Waste,0.7
29993718,Sabadell Prudente FI,ES0111187045_3230,95980020140005405987,Social and employee matters,0.21
29993718,Sabadell Prudente FI,ES0111187045_3230,95980020140005405987,Environmental,15.03
29993718,Sabadell Prudente FI,ES0111187045_3230,95980020140005405987,Social,0.03
30392957,Sabadell Interes Euro FI,ES0174403008_3230,95980020140005413941,Main criterias used for a first screening of ESG related products,4.0
30392957,Sabadell Interes Euro FI,ES0174403008_3230,95980020140005413941,Scoping according to SFDR annex template,0.1
30392957,Sabadell Interes Euro FI,ES0174403008_3230,95980020140005413941,Greenhouse gas emissions,8821.92
30392957,Sabadell Interes Euro FI,ES0174403008_3230,95980020140005413941,Biodiversity,0.51
30392957,Sabadell Interes Euro FI,ES0174403008_3230,95980020140005413941,Water,0.29
30392957,Sabadell Interes Euro FI,ES0174403008_3230,95980020140005413941,Waste,0.53
30392957,Sabadell Interes Euro FI,ES0174403008_3230,95980020140005413941,Social and employee matters,0.55
30392957,Sabadell Interes Euro FI,ES0174403008_3230,95980020140005413941,Environmental,83.1
30392957,Sabadell Interes Euro FI,ES0174403008_3230,95980020140005413941,Social,0.16
30392961,Sabadell Interes Euro FI,ES0174403016_3230,95980020140005413941,Main criterias used for a first screening of ESG related products,4.0
30392961,Sabadell Interes Euro FI,ES0174403016_3230,95980020140005413941,Scoping according to SFDR annex template,0.1
30392961,Sabadell Interes Euro FI,ES0174403016_3230,95980020140005413941,Greenhouse gas emissions,8821.92
30392961,Sabadell Interes Euro FI,ES0174403016_3230,95980020140005413941,Biodiversity,0.51
30392961,Sabadell Interes Euro FI,ES0174403016_3230,95980020140005413941,Water,0.29
30392961,Sabadell Interes Euro FI,ES0174403016_3230,95980020140005413941,Waste,0.53
30392961,Sabadell Interes Euro FI,ES0174403016_3230,95980020140005413941,Social and employee matters,0.55
30392961,Sabadell Interes Euro FI,ES0174403016_3230,95980020140005413941,Environmental,83.1
30392961,Sabadell Interes Euro FI,ES0174403016_3230,95980020140005413941,Social,0.16
30392962,Sabadell Interes Euro FI,ES0174403024_3230,95980020140005413941,Main criterias used for a first screening of ESG related products,4.0
30392962,Sabadell Interes Euro FI,ES0174403024_3230,95980020140005413941,Scoping according to SFDR annex template,0.1
30392962,Sabadell Interes Euro FI,ES0174403024_3230,95980020140005413941,Greenhouse gas emissions,8821.92
30392962,Sabadell Interes Euro FI,ES0174403024_3230,95980020140005413941,Biodiversity,0.51
30392962,Sabadell Interes Euro FI,ES0174403024_3230,95980020140005413941,Water,0.29
30392962,Sabadell Interes Euro FI,ES0174403024_3230,95980020140005413941,Waste,0.53
30392962,Sabadell Interes Euro FI,ES0174403024_3230,95980020140005413941,Social and employee matters,0.55
30392962,Sabadell Interes Euro FI,ES0174403024_3230,95980020140005413941,Environmental,83.1
30392962,Sabadell Interes Euro FI,ES0174403024_3230,95980020140005413941,Social,0.16
30392964,Sabadell Interes Euro FI,ES0174403040_3230,95980020140005413941,Main criterias used for a first screening of ESG related products,4.0
30392964,Sabadell Interes Euro FI,ES0174403040_3230,95980020140005413941,Scoping according to SFDR annex template,0.1
30392964,Sabadell Interes Euro FI,ES0174403040_3230,95980020140005413941,Greenhouse gas emissions,8821.92
30392964,Sabadell Interes Euro FI,ES0174403040_3230,95980020140005413941,Biodiversity,0.51
30392964,Sabadell Interes Euro FI,ES0174403040_3230,95980020140005413941,Water,0.29
30392964,Sabadell Interes Euro FI,ES0174403040_3230,95980020140005413941,Waste,0.53
30392964,Sabadell Interes Euro FI,ES0174403040_3230,95980020140005413941,Social and employee matters,0.55
30392964,Sabadell Interes Euro FI,ES0174403040_3230,95980020140005413941,Environmental,83.1
30392964,Sabadell Interes Euro FI,ES0174403040_3230,95980020140005413941,Social,0.16
30392967,Sabadell Interes Euro FI,ES0174403057_3230,95980020140005413941,Main criterias used for a first screening of ESG related products,4.0
30392967,Sabadell Interes Euro FI,ES0174403057_3230,95980020140005413941,Scoping according to SFDR annex template,0.1
30392967,Sabadell Interes Euro FI,ES0174403057_3230,95980020140005413941,Greenhouse gas emissions,8821.92
30392967,Sabadell Interes Euro FI,ES0174403057_3230,95980020140005413941,Biodiversity,0.51
30392967,Sabadell Interes Euro FI,ES0174403057_3230,95980020140005413941,Water,0.29
30392967,Sabadell Interes Euro FI,ES0174403057_3230,95980020140005413941,Waste,0.53
30392967,Sabadell Interes Euro FI,ES0174403057_3230,95980020140005413941,Social and employee matters,0.55
30392967,Sabadell Interes Euro FI,ES0174403057_3230,95980020140005413941,Environmental,83.1
30392967,Sabadell Interes Euro FI,ES0174403057_3230,95980020140005413941,Social,0.16
30883036,Sabadell Rendimiento FI,ES0173829005_3230,95980020140005407054,Main criterias used for a first screening of ESG related products,4.04
30883036,Sabadell Rendimiento FI,ES0173829005_3230,95980020140005407054,Scoping according to SFDR annex template,0.1
30883036,Sabadell Rendimiento FI,ES0173829005_3230,95980020140005407054,Greenhouse gas emissions,12994.71
30883036,Sabadell Rendimiento FI,ES0173829005_3230,95980020140005407054,Biodiversity,0.65
30883036,Sabadell Rendimiento FI,ES0173829005_3230,95980020140005407054,Water,7.88
30883036,Sabadell Rendimiento FI,ES0173829005_3230,95980020140005407054,Waste,0.77
30883036,Sabadell Rendimiento FI,ES0173829005_3230,95980020140005407054,Social and employee matters,0.69
30883036,Sabadell Rendimiento FI,ES0173829005_3230,95980020140005407054,Environmental,6.39
30883036,Sabadell Rendimiento FI,ES0173829005_3230,95980020140005407054,Social,0.01
30883038,Sabadell Rendimiento FI,ES0173829013_3230,95980020140005407054,Main criterias used for a first screening of ESG related products,4.04
30883038,Sabadell Rendimiento FI,ES0173829013_3230,95980020140005407054,Scoping according to SFDR annex template,0.1
30883038,Sabadell Rendimiento FI,ES0173829013_3230,95980020140005407054,Greenhouse gas emissions,12994.71
30883038,Sabadell Rendimiento FI,ES0173829013_3230,95980020140005407054,Biodiversity,0.65
30883038,Sabadell Rendimiento FI,ES0173829013_3230,95980020140005407054,Water,7.88
30883038,Sabadell Rendimiento FI,ES0173829013_3230,95980020140005407054,Waste,0.77
30883038,Sabadell Rendimiento FI,ES0173829013_3230,95980020140005407054,Social and employee matters,0.69
30883038,Sabadell Rendimiento FI,ES0173829013_3230,95980020140005407054,Environmental,6.39
30883038,Sabadell Rendimiento FI,ES0173829013_3230,95980020140005407054,Social,0.01
30883635,Sabadell Rendimiento FI,ES0173829021_3230,95980020140005407054,Main criterias used for a first screening of ESG related products,4.04
30883635,Sabadell Rendimiento FI,ES0173829021_3230,95980020140005407054,Scoping according to SFDR annex template,0.1
30883635,Sabadell Rendimiento FI,ES0173829021_3230,95980020140005407054,Greenhouse gas emissions,12994.71
30883635,Sabadell Rendimiento FI,ES0173829021_3230,95980020140005407054,Biodiversity,0.65
30883635,Sabadell Rendimiento FI,ES0173829021_3230,95980020140005407054,Water,7.88
30883635,Sabadell Rendimiento FI,ES0173829021_3230,95980020140005407054,Waste,0.77
30883635,Sabadell Rendimiento FI,ES0173829021_3230,95980020140005407054,Social and employee matters,0.69
30883635,Sabadell Rendimiento FI,ES0173829021_3230,95980020140005407054,Environmental,6.39
30883635,Sabadell Rendimiento FI,ES0173829021_3230,95980020140005407054,Social,0.01
81736,Vanguard Primecap Fund,US9219361006_1630,SHYKZ9CKK7NENE4ODA76,Main criterias used for a first screening of ESG related products,2.67
81736,Vanguard Primecap Fund,US9219361006_1630,SHYKZ9CKK7NENE4ODA76,Scoping according to SFDR annex template,0.1
81736,Vanguard Primecap Fund,US9219361006_1630,SHYKZ9CKK7NENE4ODA76,Greenhouse gas emissions,1875.74
81736,Vanguard Primecap Fund,US9219361006_1630,SHYKZ9CKK7NENE4ODA76,Biodiversity,0.03
81736,Vanguard Primecap Fund,US9219361006_1630,SHYKZ9CKK7NENE4ODA76,Water,0.16
81736,Vanguard Primecap Fund,US9219361006_1630,SHYKZ9CKK7NENE4ODA76,Waste,0.25
81736,Vanguard Primecap Fund,US9219361006_1630,SHYKZ9CKK7NENE4ODA76,Social and employee matters,0.45
81736,Vanguard Primecap Fund,US9219361006_1630,SHYKZ9CKK7NENE4ODA76,Environmental,0.5
81736,Vanguard Primecap Fund,US9219361006_1630,SHYKZ9CKK7NENE4ODA76,Social,0.49
4297,R-co OPAL Modere FCP,FR0007028907_3313,969500WP7GJ3KDR1HX34,Main criterias used for a first screening of ESG related products,2.87
